date,adj_close,close,high,low,open,volume,ticker,return_1d,ma_7,ma_30,volatility_7,rsi_14,macd,macd_signal
2020-01-02,53.666465759277344,60.84000015258789,60.970001220703125,60.220001220703125,60.2400016784668,18056000,INTC,,,,,,0.0,0.0
2020-01-03,53.013729095458984,60.099998474121094,60.70000076293945,59.810001373291016,59.810001373291016,15293900,INTC,-0.01216307818229545,,,,,-0.059031472926129425,-0.011806294585225885
2020-01-06,52.8637580871582,59.93000030517578,60.20000076293945,59.33000183105469,59.59000015258789,17755200,INTC,-0.0028285885734009586,,,,,-0.11816958658268106,-0.03307895298471693
2020-01-07,51.98167419433594,58.93000030517578,59.79999923706055,58.88999938964844,59.779998779296875,21876100,INTC,-0.016686133737824016,,,,,-0.24292828432975,-0.07504881925372354
2020-01-08,52.016963958740234,58.970001220703125,59.31999969482422,58.52000045776367,58.88999938964844,23133500,INTC,0.0006787869560529458,,,,,-0.3347143330715028,-0.1269819220172794
2020-01-09,52.308040618896484,59.29999923706055,59.5099983215332,58.83000183105469,59.04999923706055,18813300,INTC,0.005596032042162635,,,,,-0.37648744308202,-0.17688302623022753
2020-01-10,51.99049377441406,58.939998626708984,60.08000183105469,58.869998931884766,59.56999969482422,15200600,INTC,-0.006070836677626312,59.57285690307617,,,,-0.4336432053908723,-0.2282350620623565
2020-01-13,52.56385040283203,59.59000015258789,59.779998779296875,59.08000183105469,59.16999816894531,16453300,INTC,0.011028190380451663,59.39428547450474,,0.009703119256649847,,-0.4216295845611384,-0.26691396656211286
2020-01-14,52.4227180480957,59.43000030517578,59.7400016784668,59.189998626708984,59.4900016784668,17051200,INTC,-0.002685011696633821,59.2985714503697,,0.008819539984190819,,-0.4201758286098993,-0.2975663389716702
2020-01-15,51.99049377441406,58.939998626708984,59.650001525878906,58.75,59.29999923706055,18498800,INTC,-0.008245022311132666,59.157142639160156,,0.009178972420090173,,-0.45333697047896493,-0.32872046527312915
2020-01-16,52.6255989074707,59.65999984741211,59.84000015258789,59.06999969482422,59.2599983215332,21365500,INTC,0.012215833686444189,59.26142828805106,,0.00808582070637535,,-0.41671569399004227,-0.3463195110165118
2020-01-17,52.572669982910156,59.599998474121094,60.0,59.2400016784668,59.97999954223633,21803400,INTC,-0.0010057219819724628,59.3514278956822,,0.008149162431381012,,-0.3880613482399937,-0.3546678784612082
2020-01-21,53.410667419433594,60.54999923706055,61.25,59.790000915527344,59.810001373291016,28358500,INTC,0.015939610524519532,59.52999932425363,,0.009780152057041828,,-0.2854054740618537,-0.3408153975813373
2020-01-22,55.333614349365234,62.72999954223633,62.849998474121094,60.970001220703125,61.040000915527344,29475100,INTC,0.036003308549035884,60.07142802647182,,0.014865103211985567,,-0.027821440329219627,-0.27821660613091376
2020-01-23,55.85405349731445,63.31999969482422,63.709999084472656,62.810001373291016,62.86000061035156,42778700,INTC,0.009405390672618141,60.60428510393415,,0.014841489142610744,64.69192952578015,0.22137200499913945,-0.17829888390490312
2020-01-24,60.396820068359375,68.47000122070312,69.29000091552734,66.45999908447266,66.56999969482422,84711000,INTC,0.08133293668192909,61.895713806152344,,0.030115411222343794,82.56808860305556,0.8249126094718235,0.022343414770442216
2020-01-27,57.94461441040039,65.69000244140625,67.41999816894531,65.5999984741211,66.72000122070312,30764000,INTC,-0.040601704830352636,62.86000006539481,,0.037011366207278996,68.628718094488,1.0666050595338916,0.2311957437231321
2020-01-28,59.37358856201172,67.30999755859375,67.58000183105469,65.94000244140625,66.5,30915400,INTC,0.024661212619568662,63.9528568812779,,0.03708780460540139,76.05720242280695,1.373040577511624,0.4595647104808305
2020-01-29,58.509151458740234,66.33000183105469,68.05999755859375,66.16999816894531,67.62999725341797,18055800,INTC,-0.01455943787081515,64.91428593226841,,0.03856739043040894,71.62162767919779,1.5193019016219935,0.6715121487090632
2020-01-30,58.63264846801758,66.47000122070312,66.5,64.93000030517578,65.63999938964844,18522400,INTC,0.0021106495670695224,65.76000050136021,,0.03892507421952063,71.30125617565108,1.6277481678157812,0.8627593525304068
2020-01-31,56.39213180541992,63.93000030517578,65.9800033569336,63.66999816894531,65.80000305175781,25268400,INTC,-0.038212740618037144,65.93142918178013,,0.041939647877516056,63.12467679919379,1.4915421988621134,0.9885159217967481
2020-02-03,56.82435989379883,64.41999816894531,65.04000091552734,64.30000305175781,64.45999908447266,16646600,INTC,0.00766459974081779,66.08857182094029,,0.04190358146788168,62.81166945567998,1.4069186374029528,1.0721964649179891
2020-02-04,57.74173355102539,65.45999908447266,66.05999755859375,64.91999816894531,65.7699966430664,20970800,INTC,0.016144069312139298,65.6585715157645,,0.02579110435814258,65.28129773206241,1.4075479014596226,1.139266752226316
2020-02-05,59.40006637573242,67.33999633789062,67.5999984741211,66.12999725341797,66.69000244140625,23401400,INTC,0.02871978734665026,65.894284929548,,0.02355309488533143,69.88636640724187,1.5419717735549128,1.2198077564920355
2020-02-06,59.470977783203125,67.08999633789062,67.4000015258789,66.7699966430664,67.30000305175781,17408000,INTC,-0.0037125039143984795,65.86285618373326,,0.021733786902525053,67.99031491310892,1.6097742742158303,1.2978010600367946
2020-02-07,58.52248764038086,66.0199966430664,67.30000305175781,66.01000213623047,66.86000061035156,18134600,INTC,-0.01594872191429697,65.81856972830636,,0.02189185978219578,64.81994830606922,1.559194784557171,1.35007980494087
2020-02-10,58.8504753112793,66.38999938964844,66.4000015258789,65.44000244140625,65.55999755859375,22299300,INTC,0.005604404201691171,65.80714089529855,,0.021999852201098978,63.85199908867058,1.5313142663518704,1.3863266972230701
2020-02-11,59.754638671875,67.41000366210938,67.70999908447266,66.56999969482422,66.83000183105469,17975600,INTC,0.015363824097579082,66.30428423200335,,0.014524504811236322,61.7470016222043,1.5733875428676498,1.423738866351986
2020-02-12,59.79896545410156,67.45999908447266,68.08999633789062,67.30999755859375,67.5999984741211,15586600,INTC,0.0007416617660174207,66.73857007707868,,0.01476036512841172,60.681118695018526,1.592408832601393,1.4574728596018676
2020-02-13,59.781227111816406,67.44000244140625,67.6500015258789,66.73999786376953,66.98999786376953,11602700,INTC,-0.000296422225582349,67.02142769949776,63.26866633097331,0.014308597311755928,46.385965325569366,1.5875692694689576,1.4834921415752857
2020-02-14,59.63054275512695,67.2699966430664,67.86000061035156,66.81999969482422,67.5199966430664,13405500,INTC,-0.002520845079855283,67.0114277430943,63.48299954732259,0.009508847184289215,56.78692147813725,1.5521239153583792,1.4972184963319046
2020-02-18,58.628868103027344,66.13999938964844,66.69000244140625,65.87999725341797,66.66000366210938,12758400,INTC,-0.016797938305448623,66.87571389334542,63.684332911173506,0.011427760747248463,44.75336856769842,1.4165230859066895,1.4810794142468615
